"midas","lake","basin","date","depth","type","ph","color","conduct","alk","sampleid","year","month"
5316,"kezar",1,"2010-08-11",4,"c",NA,NA,NA,20,"5316_1_2010-08-11",2010,8
5316,"kezar",1,"2011-08-22",4,"c",NA,NA,NA,17,"5316_1_2011-08-22",2011,8
5316,"kezar",1,"2012-08-24",3.5,"c",NA,NA,NA,20,"5316_1_2012-08-24",2012,8
5316,"kezar",1,"2013-08-29",4,"c",NA,NA,NA,21.5,"5316_1_2013-08-29",2013,8
5316,"kezar",1,"2014-08-19",4.5,"c",NA,NA,NA,20,"5316_1_2014-08-19",2014,8
5316,"kezar",1,"2015-08-14",4.5,"c",NA,NA,NA,19,"5316_1_2015-08-14",2015,8
5316,"kezar",1,"2016-08-25",4.5,"c",NA,NA,NA,19.5,"5316_1_2016-08-25",2016,8
5316,"kezar",1,"2017-08-29",4.5,"c",NA,NA,NA,19.5,"5316_1_2017-08-29",2017,8
5316,"kezar",1,"2017-08-29",999.9,"c",NA,NA,NA,NA,"5316_1_2017-08-29",2017,8
5316,"kezar",1,"2018-08-31",5,"c",7.05,14,NA,19.5,"5316_1_2018-08-31",2018,8
5316,"kezar",1,"2020-09-02",4,"c",NA,NA,NA,19.5,"5316_1_2020-09-02",2020,9
8065,"little cobbossee",1,"2000-05-15",3,"c",6.9,NA,NA,14,"8065_1_2000-05-15",2000,5
8065,"little cobbossee",1,"2000-06-13",5,"c",7.2,NA,NA,16,"8065_1_2000-06-13",2000,6
8065,"little cobbossee",1,"2000-07-12",3,"c",6.9,NA,NA,17,"8065_1_2000-07-12",2000,7
8065,"little cobbossee",1,"2000-08-11",3,"c",7,NA,NA,16.5,"8065_1_2000-08-11",2000,8
8065,"little cobbossee",1,"2000-09-18",4,"c",7,NA,NA,17,"8065_1_2000-09-18",2000,9
8065,"little cobbossee",1,"2000-10-13",7,"c",7,NA,NA,16.5,"8065_1_2000-10-13",2000,10
8065,"little cobbossee",1,"2001-05-18",4,"c",7,NA,NA,16,"8065_1_2001-05-18",2001,5
8065,"little cobbossee",1,"2001-06-18",4,"c",6.9,NA,NA,15.5,"8065_1_2001-06-18",2001,6
8065,"little cobbossee",1,"2001-07-18",3,"c",7.1,NA,NA,16.5,"8065_1_2001-07-18",2001,7
8065,"little cobbossee",1,"2001-08-20",4,"c",7.1,NA,NA,17,"8065_1_2001-08-20",2001,8
8065,"little cobbossee",1,"2001-09-11",5,"c",7,30,NA,18,"8065_1_2001-09-11",2001,9
8065,"little cobbossee",1,"2001-10-18",7,"c",7,NA,NA,16.5,"8065_1_2001-10-18",2001,10
8065,"little cobbossee",1,"2002-04-19",9,"c",6.9,NA,NA,14.8,"8065_1_2002-04-19",2002,4
8065,"little cobbossee",1,"2002-05-17",9,"c",6.9,NA,NA,15.3,"8065_1_2002-05-17",2002,5
8065,"little cobbossee",1,"2002-05-31",4,"c",7.1,NA,NA,14.9,"8065_1_2002-05-31",2002,5
8065,"little cobbossee",1,"2002-06-14",5,"c",7.1,NA,NA,15.5,"8065_1_2002-06-14",2002,6
8065,"little cobbossee",1,"2002-07-02",3,"c",7,NA,NA,16.1,"8065_1_2002-07-02",2002,7
8065,"little cobbossee",1,"2002-07-18",3,"c",6.8,NA,NA,15.8,"8065_1_2002-07-18",2002,7
8065,"little cobbossee",1,"2002-08-07",4,"c",6.9,NA,NA,17.2,"8065_1_2002-08-07",2002,8
8065,"little cobbossee",1,"2002-08-23",4,"c",6.9,NA,NA,16.8,"8065_1_2002-08-23",2002,8
8065,"little cobbossee",1,"2002-09-06",4,"c",6.9,NA,NA,17.5,"8065_1_2002-09-06",2002,9
8065,"little cobbossee",1,"2002-10-21",9,"c",7.1,NA,NA,17.6,"8065_1_2002-10-21",2002,10
8065,"little cobbossee",1,"2002-11-12",9,"c",7.1,NA,NA,17.5,"8065_1_2002-11-12",2002,11
8065,"little cobbossee",1,"2003-06-23",4,"c",7.2,23,NA,20,"8065_1_2003-06-23",2003,6
8065,"little cobbossee",1,"2003-07-25",4,"c",7.4,27,NA,21.8,"8065_1_2003-07-25",2003,7
8065,"little cobbossee",1,"2003-08-27",4,"c",7.1,20,NA,22.5,"8065_1_2003-08-27",2003,8
8065,"little cobbossee",1,"2003-09-30",4,"c",7,17,NA,19,"8065_1_2003-09-30",2003,9
8065,"little cobbossee",1,"2003-10-30",8,"c",7.1,22,NA,16.8,"8065_1_2003-10-30",2003,10
8065,"little cobbossee",1,"2004-06-07",5,"c",6.9,25,NA,16,"8065_1_2004-06-07",2004,6
8065,"little cobbossee",1,"2004-06-25",4,"c",7,12,NA,16,"8065_1_2004-06-25",2004,6
8065,"little cobbossee",1,"2004-07-30",4,"c",7.1,13,NA,17.5,"8065_1_2004-07-30",2004,7
8065,"little cobbossee",1,"2004-08-20",4,"c",7.1,12,NA,17.5,"8065_1_2004-08-20",2004,8
8065,"little cobbossee",1,"2004-10-01",5,"c",7,17,NA,15,"8065_1_2004-10-01",2004,10
8065,"little cobbossee",1,"2005-08-02",4,"c",NA,NA,NA,17,"8065_1_2005-08-02",2005,8
8065,"little cobbossee",1,"2005-09-06",5,"c",NA,NA,NA,17.5,"8065_1_2005-09-06",2005,9
8065,"little cobbossee",1,"2006-06-07",6,"c",6.5,NA,NA,19,"8065_1_2006-06-07",2006,6
8065,"little cobbossee",1,"2006-06-30",4,"c",6.6,NA,NA,20,"8065_1_2006-06-30",2006,6
8065,"little cobbossee",1,"2006-07-31",3,"c",6.9,NA,NA,20,"8065_1_2006-07-31",2006,7
8065,"little cobbossee",1,"2006-08-30",4,"c",6.9,NA,NA,22.5,"8065_1_2006-08-30",2006,8
8065,"little cobbossee",1,"2006-10-06",7,"c",6.8,NA,NA,26,"8065_1_2006-10-06",2006,10
8065,"little cobbossee",1,"2007-05-31",3,"c",7.1,NA,NA,18.5,"8065_1_2007-05-31",2007,5
8065,"little cobbossee",1,"2007-06-28",3,"c",7.1,NA,NA,20.5,"8065_1_2007-06-28",2007,6
8065,"little cobbossee",1,"2007-07-27",3,"c",NA,NA,NA,20.5,"8065_1_2007-07-27",2007,7
8065,"little cobbossee",1,"2007-08-28",5,"c",7.2,NA,NA,21,"8065_1_2007-08-28",2007,8
8065,"little cobbossee",1,"2008-05-30",4,"c",6.8,NA,NA,18,"8065_1_2008-05-30",2008,5
8065,"little cobbossee",1,"2008-06-26",4,"c",6.8,NA,NA,22,"8065_1_2008-06-26",2008,6
8065,"little cobbossee",1,"2008-07-31",0.5,"g",6.8,NA,NA,19,"8065_1_2008-07-31",2008,7
8065,"little cobbossee",1,"2008-08-22",3,"c",7.3,NA,NA,NA,"8065_1_2008-08-22",2008,8
8065,"little cobbossee",1,"2008-09-29",5,"c",6.8,NA,NA,21,"8065_1_2008-09-29",2008,9
8065,"little cobbossee",1,"2008-10-22",7,"c",6.9,NA,NA,NA,"8065_1_2008-10-22",2008,10
8065,"little cobbossee",1,"2009-06-10",3,"c",NA,NA,NA,21,"8065_1_2009-06-10",2009,6
8065,"little cobbossee",1,"2009-07-13",3,"c",NA,NA,NA,22.5,"8065_1_2009-07-13",2009,7
8065,"little cobbossee",1,"2009-08-04",2.5,"c",NA,NA,NA,24.5,"8065_1_2009-08-04",2009,8
8065,"little cobbossee",1,"2009-09-14",3,"c",NA,NA,NA,25.5,"8065_1_2009-09-14",2009,9
8065,"little cobbossee",1,"2009-10-21",9,"c",NA,NA,NA,25.5,"8065_1_2009-10-21",2009,10
8065,"little cobbossee",1,"2010-05-25",4,"c",NA,NA,NA,19,"8065_1_2010-05-25",2010,5
8065,"little cobbossee",1,"2010-06-22",3.5,"c",NA,NA,NA,20.5,"8065_1_2010-06-22",2010,6
8065,"little cobbossee",1,"2010-07-23",4,"c",NA,NA,NA,22.5,"8065_1_2010-07-23",2010,7
8065,"little cobbossee",1,"2010-08-11",4,"c",NA,NA,NA,22,"8065_1_2010-08-11",2010,8
8065,"little cobbossee",1,"2010-09-10",3.5,"c",NA,NA,NA,22.5,"8065_1_2010-09-10",2010,9
8065,"little cobbossee",1,"2010-10-29",8,"c",NA,NA,NA,22.5,"8065_1_2010-10-29",2010,10
8065,"little cobbossee",1,"2011-06-03",3,"c",NA,NA,NA,18.5,"8065_1_2011-06-03",2011,6
8065,"little cobbossee",1,"2011-06-28",3,"c",NA,NA,NA,19,"8065_1_2011-06-28",2011,6
8065,"little cobbossee",1,"2011-07-28",3.5,"c",NA,NA,NA,19.5,"8065_1_2011-07-28",2011,7
8065,"little cobbossee",1,"2011-08-23",3,"c",NA,NA,NA,22.5,"8065_1_2011-08-23",2011,8
8065,"little cobbossee",1,"2011-10-12",5,"c",NA,NA,NA,22,"8065_1_2011-10-12",2011,10
8065,"little cobbossee",1,"2012-06-14",3,"c",NA,NA,NA,18,"8065_1_2012-06-14",2012,6
8065,"little cobbossee",1,"2012-07-19",3,"c",NA,NA,NA,22,"8065_1_2012-07-19",2012,7
8065,"little cobbossee",1,"2012-08-20",3,"c",NA,NA,NA,22,"8065_1_2012-08-20",2012,8
8065,"little cobbossee",1,"2012-09-20",4,"c",NA,NA,NA,21.5,"8065_1_2012-09-20",2012,9
8065,"little cobbossee",1,"2013-07-10",2.5,"c",NA,NA,NA,22.5,"8065_1_2013-07-10",2013,7
8065,"little cobbossee",1,"2013-09-18",4.5,"c",NA,NA,NA,21.5,"8065_1_2013-09-18",2013,9
8065,"little cobbossee",1,"2014-05-30",5,"c",NA,NA,NA,20,"8065_1_2014-05-30",2014,5
8065,"little cobbossee",1,"2014-06-23",4,"c",NA,NA,NA,21,"8065_1_2014-06-23",2014,6
8065,"little cobbossee",1,"2014-07-17",4,"c",NA,NA,NA,21,"8065_1_2014-07-17",2014,7
8065,"little cobbossee",1,"2014-08-14",3.5,"c",NA,NA,NA,24.5,"8065_1_2014-08-14",2014,8
8065,"little cobbossee",1,"2014-10-07",5,"c",NA,NA,NA,25,"8065_1_2014-10-07",2014,10
8065,"little cobbossee",1,"2015-06-03",5,"c",NA,NA,NA,19,"8065_1_2015-06-03",2015,6
8065,"little cobbossee",1,"2015-06-17",4,"c",NA,NA,NA,21.5,"8065_1_2015-06-17",2015,6
8065,"little cobbossee",1,"2015-07-23",4,"c",NA,NA,NA,23,"8065_1_2015-07-23",2015,7
8065,"little cobbossee",1,"2015-08-17",4,"c",NA,NA,NA,19.5,"8065_1_2015-08-17",2015,8
8065,"little cobbossee",1,"2015-09-25",4,"c",NA,NA,NA,20.5,"8065_1_2015-09-25",2015,9
8065,"little cobbossee",1,"2016-05-11",7,"c",NA,NA,NA,18.5,"8065_1_2016-05-11",2016,5
8065,"little cobbossee",1,"2016-06-07",4,"c",NA,NA,NA,19.5,"8065_1_2016-06-07",2016,6
8065,"little cobbossee",1,"2016-07-12",999.9,"c",NA,NA,NA,NA,"8065_1_2016-07-12",2016,7
8065,"little cobbossee",1,"2016-08-15",4,"c",NA,NA,NA,25,"8065_1_2016-08-15",2016,8
8065,"little cobbossee",1,"2016-09-12",999.9,"c",NA,NA,NA,NA,"8065_1_2016-09-12",2016,9
8065,"little cobbossee",1,"2016-11-02",999.9,"c",NA,NA,NA,NA,"8065_1_2016-11-02",2016,11
8065,"little cobbossee",1,"2017-05-30",4,"c",NA,NA,NA,20.5,"8065_1_2017-05-30",2017,5
8065,"little cobbossee",1,"2017-06-22",3.5,"c",NA,NA,NA,19.5,"8065_1_2017-06-22",2017,6
8065,"little cobbossee",1,"2017-08-11",4,"c",NA,NA,NA,21.5,"8065_1_2017-08-11",2017,8
8065,"little cobbossee",1,"2017-09-14",4.5,"c",NA,NA,NA,20,"8065_1_2017-09-14",2017,9
8065,"little cobbossee",1,"2017-10-12",5,"c",NA,NA,NA,19.5,"8065_1_2017-10-12",2017,10
8065,"little cobbossee",1,"2018-05-31",4,"c",NA,NA,NA,19,"8065_1_2018-05-31",2018,5
8065,"little cobbossee",1,"2018-06-29",3.5,"c",NA,NA,NA,22,"8065_1_2018-06-29",2018,6
8065,"little cobbossee",1,"2018-07-19",3.5,"c",NA,NA,NA,22,"8065_1_2018-07-19",2018,7
8065,"little cobbossee",1,"2018-08-28",4,"c",7.22,27,91,23.5,"8065_1_2018-08-28",2018,8
8065,"little cobbossee",1,"2018-09-27",5,"c",NA,NA,NA,23.5,"8065_1_2018-09-27",2018,9
8065,"little cobbossee",1,"2018-11-09",8,"c",NA,NA,NA,22.5,"8065_1_2018-11-09",2018,11
8065,"little cobbossee",1,"2019-06-26",3,"c",NA,NA,NA,20.5,"8065_1_2019-06-26",2019,6
8065,"little cobbossee",1,"2019-08-26",4,"c",NA,NA,NA,22,"8065_1_2019-08-26",2019,8
8065,"little cobbossee",1,"2019-09-27",4,"c",NA,NA,NA,21,"8065_1_2019-09-27",2019,9
8065,"little cobbossee",1,"2019-10-24",6,"c",NA,NA,NA,22,"8065_1_2019-10-24",2019,10
9961,"annabessacook",2,"2000-05-31",5,"c",7.2,NA,NA,17,"9961_2_2000-05-31",2000,5
9961,"annabessacook",1,"2000-05-31",10,"c",7.2,NA,NA,16,"9961_1_2000-05-31",2000,5
9961,"annabessacook",1,"2000-06-27",10,"c",6.9,NA,NA,16.5,"9961_1_2000-06-27",2000,6
9961,"annabessacook",2,"2000-06-27",5,"c",6.9,NA,NA,16,"9961_2_2000-06-27",2000,6
9961,"annabessacook",1,"2000-07-19",7,"c",6.8,NA,NA,15.5,"9961_1_2000-07-19",2000,7
9961,"annabessacook",2,"2000-07-19",6,"c",6.8,NA,NA,16,"9961_2_2000-07-19",2000,7
9961,"annabessacook",1,"2000-08-22",7,"c",6.9,NA,NA,14,"9961_1_2000-08-22",2000,8
9961,"annabessacook",2,"2000-08-22",6,"c",6.9,NA,NA,15,"9961_2_2000-08-22",2000,8
9961,"annabessacook",1,"2000-09-25",10,"c",7.1,NA,NA,17,"9961_1_2000-09-25",2000,9
9961,"annabessacook",2,"2000-09-25",6,"c",7.1,NA,NA,17,"9961_2_2000-09-25",2000,9
9961,"annabessacook",1,"2000-10-24",10,"c",7.2,NA,NA,16,"9961_1_2000-10-24",2000,10
9961,"annabessacook",2,"2000-10-24",5,"c",7.1,NA,NA,16,"9961_2_2000-10-24",2000,10
9961,"annabessacook",2,"2001-05-02",6,"c",6.9,NA,NA,15,"9961_2_2001-05-02",2001,5
9961,"annabessacook",1,"2001-05-02",10,"c",7,NA,NA,14.5,"9961_1_2001-05-02",2001,5
9961,"annabessacook",2,"2001-05-16",6,"c",6.9,NA,NA,15.5,"9961_2_2001-05-16",2001,5
9961,"annabessacook",1,"2001-05-16",8,"c",7,NA,NA,15.5,"9961_1_2001-05-16",2001,5
9961,"annabessacook",2,"2001-06-01",5,"c",7,NA,NA,15.5,"9961_2_2001-06-01",2001,6
9961,"annabessacook",1,"2001-06-01",7,"c",7,NA,NA,16,"9961_1_2001-06-01",2001,6
9961,"annabessacook",2,"2001-06-13",6,"c",7.1,NA,NA,13.5,"9961_2_2001-06-13",2001,6
9961,"annabessacook",1,"2001-06-13",4,"c",7,NA,NA,16,"9961_1_2001-06-13",2001,6
9961,"annabessacook",2,"2001-06-25",6,"c",7,NA,NA,16.5,"9961_2_2001-06-25",2001,6
9961,"annabessacook",1,"2001-06-25",6,"c",7,NA,NA,13.5,"9961_1_2001-06-25",2001,6
9961,"annabessacook",2,"2001-07-13",6,"c",7.1,NA,NA,15,"9961_2_2001-07-13",2001,7
9961,"annabessacook",1,"2001-07-13",7,"c",7.1,NA,NA,14,"9961_1_2001-07-13",2001,7
9961,"annabessacook",1,"2001-07-25",7,"c",7,NA,NA,14.5,"9961_1_2001-07-25",2001,7
9961,"annabessacook",2,"2001-07-25",6,"c",7,NA,NA,15.5,"9961_2_2001-07-25",2001,7
9961,"annabessacook",1,"2001-08-07",6,"c",7,NA,NA,14,"9961_1_2001-08-07",2001,8
9961,"annabessacook",2,"2001-08-07",5,"c",7,NA,NA,17,"9961_2_2001-08-07",2001,8
9961,"annabessacook",1,"2001-08-21",6,"c",7,NA,NA,15.5,"9961_1_2001-08-21",2001,8
9961,"annabessacook",2,"2001-08-21",5,"c",7,NA,NA,17,"9961_2_2001-08-21",2001,8
9961,"annabessacook",1,"2001-09-05",8,"c",7,NA,NA,15.5,"9961_1_2001-09-05",2001,9
9961,"annabessacook",2,"2001-09-05",6,"c",7,NA,NA,16.5,"9961_2_2001-09-05",2001,9
9961,"annabessacook",1,"2001-09-19",8,"c",7.1,NA,NA,17.5,"9961_1_2001-09-19",2001,9
9961,"annabessacook",2,"2001-09-19",5,"c",7,NA,NA,17,"9961_2_2001-09-19",2001,9
9961,"annabessacook",1,"2001-10-01",9,"c",7,NA,NA,17,"9961_1_2001-10-01",2001,10
9961,"annabessacook",2,"2001-10-01",6,"c",7,NA,NA,17,"9961_2_2001-10-01",2001,10
9961,"annabessacook",2,"2001-10-16",5,"c",7,NA,NA,17,"9961_2_2001-10-16",2001,10
9961,"annabessacook",1,"2001-10-16",10,"c",7,NA,NA,16,"9961_1_2001-10-16",2001,10
9961,"annabessacook",2,"2002-05-24",6,"c",6.9,NA,NA,16.9,"9961_2_2002-05-24",2002,5
9961,"annabessacook",1,"2002-05-24",10,"c",7.1,NA,NA,16.2,"9961_1_2002-05-24",2002,5
9961,"annabessacook",2,"2002-06-24",5,"c",6.9,NA,NA,15.7,"9961_2_2002-06-24",2002,6
9961,"annabessacook",1,"2002-06-24",5,"c",6.8,NA,NA,15.3,"9961_1_2002-06-24",2002,6
9961,"annabessacook",2,"2002-07-23",6,"c",6.9,NA,NA,16.1,"9961_2_2002-07-23",2002,7
9961,"annabessacook",1,"2002-07-23",6,"c",7.1,NA,NA,15.8,"9961_1_2002-07-23",2002,7
9961,"annabessacook",1,"2002-08-27",7,"c",6.9,NA,NA,14.6,"9961_1_2002-08-27",2002,8
9961,"annabessacook",2,"2002-08-27",6,"c",7.1,NA,NA,15.2,"9961_2_2002-08-27",2002,8
9961,"annabessacook",2,"2002-09-18",6,"c",7.1,NA,NA,16.1,"9961_2_2002-09-18",2002,9
9961,"annabessacook",1,"2002-09-18",10,"c",6.9,NA,NA,15.8,"9961_1_2002-09-18",2002,9
9961,"annabessacook",1,"2002-10-25",10,"c",7.1,NA,NA,15.8,"9961_1_2002-10-25",2002,10
9961,"annabessacook",2,"2002-10-25",5,"c",6.8,NA,NA,16.7,"9961_2_2002-10-25",2002,10
9961,"annabessacook",1,"2003-05-26",10,"c",7,17,NA,15.7,"9961_1_2003-05-26",2003,5
9961,"annabessacook",2,"2003-05-26",6,"c",7,11,NA,17.5,"9961_2_2003-05-26",2003,5
9961,"annabessacook",1,"2003-06-24",9,"c",7,14,NA,17.9,"9961_1_2003-06-24",2003,6
9961,"annabessacook",2,"2003-06-24",6,"c",7,12,NA,17.7,"9961_2_2003-06-24",2003,6
9961,"annabessacook",1,"2003-07-22",7,"c",7,11,NA,18,"9961_1_2003-07-22",2003,7
9961,"annabessacook",2,"2003-07-22",5,"c",7.2,10,NA,17.9,"9961_2_2003-07-22",2003,7
9961,"annabessacook",2,"2003-08-22",5,"c",7.4,14,NA,18,"9961_2_2003-08-22",2003,8
9961,"annabessacook",1,"2003-08-22",6,"c",7.2,15,NA,17.9,"9961_1_2003-08-22",2003,8
9961,"annabessacook",1,"2003-09-15",8,"c",7,22,NA,17.5,"9961_1_2003-09-15",2003,9
9961,"annabessacook",2,"2003-09-15",5,"c",7,15,NA,17.5,"9961_2_2003-09-15",2003,9
9961,"annabessacook",1,"2003-11-07",10,"c",7.1,16,NA,15.5,"9961_1_2003-11-07",2003,11
9961,"annabessacook",2,"2003-11-07",5,"c",7.1,13,NA,16,"9961_2_2003-11-07",2003,11
9961,"annabessacook",1,"2004-05-25",8,"c",7,15,NA,16.5,"9961_1_2004-05-25",2004,5
9961,"annabessacook",2,"2004-05-25",5,"c",6.9,13,NA,17,"9961_2_2004-05-25",2004,5
9961,"annabessacook",2,"2004-06-23",5,"c",6.9,4,NA,16.5,"9961_2_2004-06-23",2004,6
9961,"annabessacook",1,"2004-06-23",6,"c",6.9,7,NA,17,"9961_1_2004-06-23",2004,6
9961,"annabessacook",1,"2004-07-23",7,"c",7,8,NA,16,"9961_1_2004-07-23",2004,7
9961,"annabessacook",2,"2004-07-23",5,"c",7.1,8,NA,15,"9961_2_2004-07-23",2004,7
9961,"annabessacook",2,"2004-08-17",5,"c",6.9,15,NA,13.5,"9961_2_2004-08-17",2004,8
9961,"annabessacook",1,"2004-08-17",7,"c",6.9,11,NA,13.5,"9961_1_2004-08-17",2004,8
9961,"annabessacook",2,"2004-09-23",5,"c",7,13,NA,13,"9961_2_2004-09-23",2004,9
9961,"annabessacook",1,"2004-09-23",9,"c",7.1,13,NA,12.5,"9961_1_2004-09-23",2004,9
9961,"annabessacook",1,"2004-10-26",10,"c",7,14,NA,14.5,"9961_1_2004-10-26",2004,10
9961,"annabessacook",2,"2004-10-26",5,"c",7,16,NA,14,"9961_2_2004-10-26",2004,10
9961,"annabessacook",1,"2005-05-19",10,"c",7,NA,NA,12,"9961_1_2005-05-19",2005,5
9961,"annabessacook",2,"2005-05-19",6,"c",7,NA,NA,10,"9961_2_2005-05-19",2005,5
9961,"annabessacook",1,"2006-06-08",8,"c",7,NA,NA,15.5,"9961_1_2006-06-08",2006,6
9961,"annabessacook",2,"2006-06-08",5,"c",6.8,NA,NA,16,"9961_2_2006-06-08",2006,6
9961,"annabessacook",1,"2006-07-07",7,"c",6.8,NA,NA,16.5,"9961_1_2006-07-07",2006,7
9961,"annabessacook",2,"2006-07-07",5,"c",7,NA,NA,18,"9961_2_2006-07-07",2006,7
9961,"annabessacook",1,"2006-08-04",5,"c",7.1,NA,NA,19,"9961_1_2006-08-04",2006,8
9961,"annabessacook",2,"2006-08-04",5,"c",7.1,NA,NA,18.5,"9961_2_2006-08-04",2006,8
9961,"annabessacook",1,"2006-09-11",8,"c",7.2,NA,NA,18,"9961_1_2006-09-11",2006,9
9961,"annabessacook",2,"2006-09-11",5,"c",7.1,NA,NA,18.5,"9961_2_2006-09-11",2006,9
9961,"annabessacook",2,"2006-10-16",5,"c",7.1,NA,NA,18,"9961_2_2006-10-16",2006,10
9961,"annabessacook",1,"2006-10-16",10,"c",7,NA,NA,18.5,"9961_1_2006-10-16",2006,10
9961,"annabessacook",1,"2007-05-10",10,"c",6.9,NA,NA,16.5,"9961_1_2007-05-10",2007,5
9961,"annabessacook",2,"2007-05-10",5,"c",NA,NA,NA,18,"9961_2_2007-05-10",2007,5
9961,"annabessacook",1,"2007-06-05",5,"c",7.1,NA,NA,17.5,"9961_1_2007-06-05",2007,6
9961,"annabessacook",2,"2007-06-05",3,"c",7,NA,NA,18,"9961_2_2007-06-05",2007,6
9961,"annabessacook",2,"2007-07-02",5,"c",7.1,NA,NA,18.5,"9961_2_2007-07-02",2007,7
9961,"annabessacook",1,"2007-07-02",6,"c",7.1,NA,NA,18.5,"9961_1_2007-07-02",2007,7
9961,"annabessacook",2,"2007-08-02",4,"c",7.3,NA,NA,20,"9961_2_2007-08-02",2007,8
9961,"annabessacook",1,"2007-08-02",4,"c",7.5,NA,NA,19,"9961_1_2007-08-02",2007,8
9961,"annabessacook",1,"2007-09-05",7,"c",7,NA,NA,20,"9961_1_2007-09-05",2007,9
9961,"annabessacook",2,"2007-09-05",5,"c",7,NA,NA,20,"9961_2_2007-09-05",2007,9
9961,"annabessacook",1,"2007-10-05",9,"c",7.1,NA,NA,20,"9961_1_2007-10-05",2007,10
9961,"annabessacook",2,"2007-10-05",5,"c",7.1,NA,NA,19.5,"9961_2_2007-10-05",2007,10
9961,"annabessacook",2,"2008-05-14",5,"c",7,NA,NA,18,"9961_2_2008-05-14",2008,5
9961,"annabessacook",1,"2008-05-14",8,"c",7,NA,NA,16,"9961_1_2008-05-14",2008,5
9961,"annabessacook",1,"2008-06-10",4,"c",7,NA,NA,19.5,"9961_1_2008-06-10",2008,6
9961,"annabessacook",2,"2008-06-10",4,"c",7,NA,NA,NA,"9961_2_2008-06-10",2008,6
9961,"annabessacook",1,"2008-07-07",6,"c",7,NA,NA,23,"9961_1_2008-07-07",2008,7
9961,"annabessacook",2,"2008-07-07",5,"c",7.1,NA,NA,21,"9961_2_2008-07-07",2008,7
9961,"annabessacook",1,"2008-08-05",7,"c",7,NA,NA,19,"9961_1_2008-08-05",2008,8
9961,"annabessacook",2,"2008-08-05",5,"c",6.9,NA,NA,19,"9961_2_2008-08-05",2008,8
9961,"annabessacook",1,"2008-09-05",7,"c",7.1,NA,NA,20,"9961_1_2008-09-05",2008,9
9961,"annabessacook",2,"2008-09-05",5,"c",7,NA,NA,18,"9961_2_2008-09-05",2008,9
9961,"annabessacook",1,"2008-10-03",10,"c",6.8,NA,NA,19,"9961_1_2008-10-03",2008,10
9961,"annabessacook",2,"2008-10-03",5,"c",6.9,NA,NA,18,"9961_2_2008-10-03",2008,10
9961,"annabessacook",1,"2009-05-18",7,"c",NA,NA,NA,18,"9961_1_2009-05-18",2009,5
9961,"annabessacook",2,"2009-05-18",6,"c",NA,NA,NA,18,"9961_2_2009-05-18",2009,5
9961,"annabessacook",1,"2009-06-08",6,"c",NA,NA,NA,19.5,"9961_1_2009-06-08",2009,6
9961,"annabessacook",2,"2009-06-08",5,"c",NA,NA,NA,19.5,"9961_2_2009-06-08",2009,6
9961,"annabessacook",2,"2009-07-09",5,"c",NA,NA,NA,19,"9961_2_2009-07-09",2009,7
9961,"annabessacook",1,"2009-07-09",8,"c",NA,NA,NA,19,"9961_1_2009-07-09",2009,7
9961,"annabessacook",1,"2009-07-28",6,"c",NA,NA,NA,20,"9961_1_2009-07-28",2009,7
9961,"annabessacook",2,"2009-07-28",6,"c",NA,NA,NA,20,"9961_2_2009-07-28",2009,7
9961,"annabessacook",1,"2009-08-12",5,"c",NA,NA,NA,20.5,"9961_1_2009-08-12",2009,8
9961,"annabessacook",2,"2009-08-12",5,"c",NA,NA,NA,21,"9961_2_2009-08-12",2009,8
9961,"annabessacook",2,"2009-09-10",6,"c",NA,NA,NA,21.5,"9961_2_2009-09-10",2009,9
9961,"annabessacook",1,"2009-09-10",6.5,"c",NA,NA,NA,21.5,"9961_1_2009-09-10",2009,9
9961,"annabessacook",2,"2009-10-14",5.5,"c",NA,NA,NA,21.5,"9961_2_2009-10-14",2009,10
9961,"annabessacook",1,"2009-10-14",10,"c",NA,NA,NA,21.5,"9961_1_2009-10-14",2009,10
9961,"annabessacook",1,"2010-05-17",10,"c",NA,NA,NA,18.5,"9961_1_2010-05-17",2010,5
9961,"annabessacook",2,"2010-05-17",6,"c",NA,NA,NA,19,"9961_2_2010-05-17",2010,5
9961,"annabessacook",1,"2010-06-02",5,"c",NA,NA,NA,20.5,"9961_1_2010-06-02",2010,6
9961,"annabessacook",2,"2010-06-02",5,"c",NA,NA,NA,20,"9961_2_2010-06-02",2010,6
9961,"annabessacook",1,"2010-07-07",6,"c",NA,NA,NA,20,"9961_1_2010-07-07",2010,7
9961,"annabessacook",2,"2010-07-07",5.5,"c",NA,NA,NA,20.5,"9961_2_2010-07-07",2010,7
9961,"annabessacook",1,"2010-08-04",6,"c",NA,NA,NA,21,"9961_1_2010-08-04",2010,8
9961,"annabessacook",2,"2010-08-04",5,"c",NA,NA,NA,22,"9961_2_2010-08-04",2010,8
9961,"annabessacook",1,"2010-09-09",6,"c",NA,NA,NA,21,"9961_1_2010-09-09",2010,9
9961,"annabessacook",2,"2010-09-09",5,"c",NA,NA,NA,21,"9961_2_2010-09-09",2010,9
9961,"annabessacook",1,"2010-10-05",10,"c",NA,NA,NA,21,"9961_1_2010-10-05",2010,10
9961,"annabessacook",2,"2010-10-05",5,"c",NA,NA,NA,21,"9961_2_2010-10-05",2010,10
9961,"annabessacook",1,"2011-05-23",10,"c",NA,NA,NA,14.5,"9961_1_2011-05-23",2011,5
